10, 7.5, 70, 11.67, 11.67
-20.5, 6.5, 87, 15, 15
0, 6, 87, 15, 15
0, 6, 87, 15, 15
0, 6, 87, 15, 15
0, 6, 87, 15, 15
0, 6, 87, 15, 15
0, 6, 87, 15, 15
0, 6, 87, 15, 15
0, 6, 87, 15, 15
0, 6, 87, 15, 15
0, 6, 87, 15, 15
0, 6, 87, 15, 15
0, 6, 87, 15, 15
10.5, 5.5, 25, 4.17, 4.17
-40, 0, 25, 4.17, 4.17
